Particle_1,Particle_2,Particle_3,Particle_4,Particle_5,Particle_6,Particle_7,Particle_8,Particle_9,Particle_10,Particle_11,Particle_12,Particle_13,Particle_14
0.03345230659137075,0.03310707660894838,0.03192882230075401,0.0315011125868136,0.030851366785832016,0.03138243331933548,0.033511731199620774,0.031430006846970074,0.03124501096939339,0.033298391000496454,0.03201156982315282,0.032071641502977394,0.03302796751654348,0.03262544547053498
0.03148672355244737,0.031302331273904166,0.03063299387259883,0.03095586657531838,0.03149520432143001,0.030654072550725473,0.030724401255607513,0.03073843138108164,0.030667541910739286,0.0310242685784901,0.03079813866854076,0.0322464768934801,0.03184067404296624,0.031067479804319814
0.03071120635723477,0.031057274578046194,0.031435937270947574,0.03081239582850239,0.03097151174764312,0.032465662530415204,0.03230274657449588,0.03077306408609328,0.030695828737703268,0.030661649247531744,0.030805141226879246,0.030839448315927054,0.032065059530805365,0.032059005502675306
0.032211494601726405,0.030697682034561656,0.030930835154407043,0.030720537088187297,0.031008960259454193,0.03175640666062036,0.03090680151167439,0.03082030662602575,0.030759021550464203,0.03077290685954418,0.031896911422150585,0.030687752184007083,0.032122825698312346,0.031039145484094623
0.032162653707825624,0.030762940823362953,0.03086398523159391,0.030724189965854756,0.03253761809506795,0.030803747698578524,0.030658704182943936,0.030792004234480596,0.03072391703512,0.03079392121643523,0.0307469642245391,0.030763937378750876,0.03163166873570658,0.031164153899021795
0.03116443446708553,0.030731179155478707,0.03081599013235875,0.03258901920158669,0.031484598142141544,0.030798870595333212,0.031328657272464124,0.030757362926828208,0.0306491652956936,0.03071662817444554,0.03127400816416412,0.030685830030514304,0.030877671705117946,0.031108311451225255
0.030766472334279368,0.030719133286587205,0.030716579194461066,0.031015701668503582,0.030796197345801874,0.030787850213376728,0.03094744501458723,0.030719501815515842,0.03071932543685225,0.031256275480196015,0.031042216371731185,0.03074124379250897,0.03102675039548932,0.03183843010229536
0.0308994445471033,0.030752869660194564,0.03103991438079772,0.03122880402710353,0.03271672786827248,0.03078390035597687,0.03185876016844458,0.030776971781688405,0.0307227841813132,0.030766451376008277,0.030661305088588366,0.030733159695682518,0.030763756058158502,0.031265216379346636
0.03100731008807919,0.030732351460814517,0.030998668396992068,0.030960359115926095,0.030946912063037305,0.03110934657009533,0.030791538526028762,0.03074130355904591,0.03072474499692482,0.030925439161741276,0.03256005391157646,0.03071726063028548,0.030794110854643078,0.031094503460822882
0.03097384376333302,0.03075320934776466,0.031029397950591706,0.030934233430838964,0.030987836834882633,0.03093574493033547,0.031002141800182237,0.030694177583226845,0.030829768214627365,0.030870300710847256,0.030736083698176934,0.030781210436515015,0.030755550182621723,0.03121488412299662
0.03105763322199331,0.03075020739510839,0.031007518577517656,0.031156284683434933,0.03149798993587231,0.031106472937509635,0.03073687764861381,0.030670267433174702,0.030745968708702026,0.030715785875482893,0.030951641659244543,0.030722706641761993,0.03069464677098459,0.031221636507799917
0.03070799138890227,0.03065743288614202,0.03106069369009452,0.030968613470286132,0.030765616274881852,0.030663214499767655,0.03169841293747873,0.030670459476620685,0.03071631634871517,0.03134059346105423,0.03099835169041196,0.030770125461655,0.03257746536944988,0.030985734016631045
0.03197762865187046,0.03068542084498131,0.031216678031779965,0.032238563335413487,0.032003302755951604,0.03069659643508795,0.030749306878148162,0.030741719873327744,0.03079831230295647,0.03074895251085221,0.030987530750571524,0.030717969300335147,0.030965849856671012,0.03136399478017234
0.031019843422242933,0.030815373099262362,0.03180561175413728,0.03090921685947926,0.030896977821092964,0.030807094288137504,0.030694517364392413,0.03074697651959164,0.030797499893081486,0.0308297798856452,0.030668545922478523,0.03076048967620525,0.03080003444880561,0.031141382210334103
0.031036835415720245,0.030736149238093587,0.031803172757019084,0.030748439948874454,0.03115377877401984,0.03071305214403073,0.03072096340937948,0.030707039303770292,0.030722890470127846,0.030754579518461098,0.0306463398026461,0.030760257942089357,0.03138007769077654,0.03189941813800717
