Particle_1,Particle_2,Particle_3,Particle_4,Particle_5,Particle_6,Particle_7,Particle_8,Particle_9,Particle_10,Particle_11,Particle_12,Particle_13,Particle_14,Average,STD
0.03345230659137075,0.03310707660894838,0.03192882230075401,0.0315011125868136,0.030851366785832016,0.03138243331933548,0.033511731199620774,0.031430006846970074,0.03124501096939339,0.033298391000496454,0.03201156982315282,0.032071641502977394,0.03302796751654348,0.03262544547053498,0.03224606303733883,0.0008767257771558236
0.03148672355244737,0.031302331273904166,0.03063299387259883,0.03095586657531838,0.030851366785832016,0.030654072550725473,0.030724401255607513,0.03073843138108164,0.030667541910739286,0.0310242685784901,0.03079813866854076,0.032071641502977394,0.03184067404296624,0.031067479804319814,0.03105828083968207,0.00044038049708431835
0.03071120635723477,0.031057274578046194,0.03063299387259883,0.03081239582850239,0.030851366785832016,0.030654072550725473,0.030724401255607513,0.03073843138108164,0.030667541910739286,0.030661649247531744,0.03079813866854076,0.030839448315927054,0.03184067404296624,0.031067479804319814,0.030861219614260988,0.00030188482881109705
0.03071120635723477,0.030697682034561656,0.03063299387259883,0.030720537088187297,0.030851366785832016,0.030654072550725473,0.030724401255607513,0.03073843138108164,0.030667541910739286,0.030661649247531744,0.03079813866854076,0.030687752184007083,0.03184067404296624,0.031039145484094623,0.03081611377597921,0.0003014068081970326
0.03071120635723477,0.030697682034561656,0.03063299387259883,0.030720537088187297,0.030851366785832016,0.030654072550725473,0.030658704182943936,0.03073843138108164,0.030667541910739286,0.030661649247531744,0.0307469642245391,0.030687752184007083,0.03163166873570658,0.031039145484094623,0.030792836859984577,0.0002536153992256136
0.03071120635723477,0.030697682034561656,0.03063299387259883,0.030720537088187297,0.030851366785832016,0.030654072550725473,0.030658704182943936,0.03073843138108164,0.0306491652956936,0.030661649247531744,0.0307469642245391,0.030685830030514304,0.030877671705117946,0.031039145484094623,0.030737530017189783,0.00010907904598798206
0.03071120635723477,0.030697682034561656,0.03063299387259883,0.030720537088187297,0.030796197345801874,0.030654072550725473,0.030658704182943936,0.030719501815515842,0.0306491652956936,0.030661649247531744,0.0307469642245391,0.030685830030514304,0.030877671705117946,0.031039145484094623,0.030732237231075786,0.00010589428515320011
0.03071120635723477,0.030697682034561656,0.03063299387259883,0.030720537088187297,0.030796197345801874,0.030654072550725473,0.030658704182943936,0.030719501815515842,0.0306491652956936,0.030661649247531744,0.030661305088588366,0.030685830030514304,0.030763756058158502,0.031039145484094623,0.030717981889439343,9.957126765833748e-05
0.03071120635723477,0.030697682034561656,0.03063299387259883,0.030720537088187297,0.030796197345801874,0.030654072550725473,0.030658704182943936,0.030719501815515842,0.0306491652956936,0.030661649247531744,0.030661305088588366,0.030685830030514304,0.030763756058158502,0.031039145484094623,0.030717981889439343,9.957126765833748e-05
0.03071120635723477,0.030697682034561656,0.03063299387259883,0.030720537088187297,0.030796197345801874,0.030654072550725473,0.030658704182943936,0.030694177583226845,0.0306491652956936,0.030661649247531744,0.030661305088588366,0.030685830030514304,0.030755550182621723,0.031039145484094623,0.030715586881737502,9.949955308099102e-05
