Average,STD
0.03224606303733883,0.000909821336502298
0.031116757477260695,0.0004961556240462314
0.0312611379667786,0.0006668776648910754
0.031166541938230728,0.0005643757060791462
0.03108074331637727,0.0005973134339331552
0.031070123336745536,0.0005140594995381755
0.030935223032299,0.0003088574055045482
0.031069290397762784,0.0005739498602623474
0.031007421628286652,0.00046772788742637433
0.030892741643352883,0.0001448551617988284
0.03093111699980005,0.0002523675058782409
0.031041501498006514,0.000532471775754282
0.031135130450579956,0.0005494995483321328
0.03090666736892047,0.00028717845540949464
0.0309844996109297,0.00042232310308093105
0.031093769628046237,0.0005535136447927651
0.03089971395899132,0.0003327493334769004
0.030891136632159113,0.00030383738483416063
0.03119921737427905,0.0007067594938822255
0.030890292287882783,0.0004692861795299317
0.031012900286826368,0.0006506837587262026
0.030965234141129092,0.0005208817260955362
0.030925287793253344,0.000613551900907421
0.030870265814053326,0.00045190183459821757
0.03087312407555686,0.00016955930709827474
0.03091913780166927,0.00019787193774121602
0.03097125126469929,0.00045318611556188505
0.031032805871057813,0.0004525974235678975
0.03103197937367804,0.0003463163500809152
0.030921977106596693,0.00042914055160214623
0.030874688006492366,0.0002530456961386288
0.030833782752465542,0.00014035623083315512
0.030885290469176367,0.00021979118778957282
0.03104783312463121,0.00048541163168880634
0.03097303610082262,0.0005164814396236595
0.030952183346011252,0.000290422060192348
0.03095535034249197,0.0004186671608812659
0.030812286499230655,0.00021221442235720223
0.030973468990806132,0.0005363516929369226
0.030795849866173713,0.0001418650753403311
0.030857642290567328,0.0001814490674366849
0.03089793741643296,0.0003638078477231385
0.03087895417771706,0.0002526222366504671
0.03082933605845806,0.000167089039621191
0.030978405577493283,0.00048234606417652215
0.03080557420325048,0.0001392460334359841
0.030854728447124755,0.0002499701000070121
0.03076109499003039,0.00011278185650427789
0.030857515375784964,0.00031951334014888714
0.030988993254914964,0.0003820643328212519
0.030859890525588025,0.00014864657035354933
0.03090844140362526,0.0002972633245090963
0.030861544466965003,0.00020078680043827973
0.0310894365230292,0.0005527092486500643
0.031019697620505982,0.00045317405320430406
0.030817826294892055,0.0001999308128092327
0.030817337967137644,0.0002706397696355472
0.03095312639357741,0.0005077699581935068
0.030764741903677114,0.0001125265312780438
0.0310019356543131,0.0005465640091987608
0.030936099826084796,0.00042902908225339977
0.03085805999903416,0.00024416514536581175
0.030956219938562988,0.0005159855423852378
0.030908354466846207,0.0005074883991553067
0.03085461106902896,0.00040248140420715716
0.030776985705486284,0.00016306011414457517
0.030822831886018632,0.0001783522461043365
0.03110908618202851,0.0006389610366817997
0.0308906633721145,0.00036499964235203394
0.030880387875149067,0.00019513725519226116
0.030862646297751865,0.00036050419108256057
0.030870605085876874,0.000305915905309359
0.030842526818931796,0.00018441416324916387
0.030901755726662403,0.0003989020661330975
0.031002533235197194,0.000540259017671618
