0,1,2,3,4,5,6,7,8,9,10,11,12,13
1155.5050569272164,2593.911966599833,4922.947663358545,4160.712676553839,288.0855392972191,1412.74618487415,6420.412707410381,1911.3382991499443,662.5529722323405,3547.1499940714048,8199.796532618893,175.88452879153272,52.791925379270936,1616.7236744137733
48.00137963569088,1146.8756695170666,2339.62548247569,2724.996114074873,150.3483047050225,969.4770018241181,3958.797558004831,1286.7461145332409,330.268147037059,3527.947291812054,5181.482125360892,69.04109749312583,347.7027544904934,2410.038837112321
1969.6280115463073,105.18664656831938,954.2840027457285,742.2681953121073,113.85200019514713,70.18279522877228,463.2951701790971,103.33619540534686,486.89101524680706,2599.9316290202205,1283.3641770675779,588.9079828258471,339.0738842219545,1195.0807792969317
77.49063351830617,90.31551521520807,898.054690579597,121.6074883587134,1743.1216944957125,449.5364599107345,1012.195023491146,52.02349906143399,876.6846800079466,165.45388817206717,2495.8355433205284,145.42560652313364,179.5805321250332,110.78836889206902
53.53762685606763,773.2187406389027,834.1525137194333,75.50085525371068,123.07976789579091,92.67383913330495,301.67999829986235,3100.3840008649086,1703.2481504438408,303.6548603948454,157.0504876351875,429.6199533083351,302.23250639558216,65.01301560860325
168.57180700186007,300.50134622391005,538.2169055989267,314.07378581984284,174.00045410626643,137.7412264220465,516.6991911897835,2877.854377127304,100.72901972707137,536.4507892727673,43.81690325317261,114.49826038711501,57.12726846634717,46.746630104564254
46.72939356514567,70.91097884892015,727.904070571394,56.58800254065198,1271.7739384195932,53.20552499893601,139.2737801828704,663.3773413226081,108.44670489854808,212.89151221525987,37.12654592064157,143.52723992962316,40.86138341863946,153.8016092640086
39.241840376923435,94.0748508125204,373.4980829710704,48.86657350335659,798.516342782947,89.86551964900963,60.94978256915313,106.97502879719252,65.82013644150601,662.838995337502,36.28217932042746,43.21203764016133,42.08021594394428,82.81778992575622
38.27088657314271,49.39906801334006,41.35286702622618,70.16626193525586,409.0390796267252,74.42820332586102,76.4945133078137,77.89387528416847,78.41981808505506,940.4835185747112,36.12307320560235,60.536700539796634,50.928916745531176,206.14457692136634
105.52099354781289,53.32321700992101,59.556201613372714,129.7864260211049,293.40688366257126,91.37157463936693,62.72882909560653,271.0303038020009,2441.4258431079597,423.70007527136136,36.0836039393899,76.44540242126631,40.84753014961622,1430.0110716428972
78.86203104135754,77.82045074481823,77.98054523412316,114.47872304593793,47.639909805545216,65.07808358721906,61.376800997546724,105.0630692577317,103.71275891144153,51.87987579311276,36.07148296924943,38.49084276229834,37.490819374375555,1265.0311966700783
63.5578085794735,44.178597488974724,38.96087675334489,401.89443905409746,38.398739991226385,46.9659844549,65.72879435859059,68.3165014380099,933.4674454462165,49.456515291549636,36.06721059401471,38.06943287446724,34.75456051965641,882.6911229759842
57.43381038523243,36.78296273253092,99.88232911634238,82.13606583961068,98.33229850120088,35.03148920674862,60.32959732233005,65.01676058256936,68.17553233760125,68.19183497659944,36.35832303372926,38.56087551196475,35.886762877983514,833.8355789388467
54.753894355322274,35.26403093038917,75.74742003332192,274.7665273212451,104.52829245191403,103.59988186926705,48.37548794582983,38.3666477708592,329.43713832953233,67.50890967150828,37.18857266587772,37.56599695397009,34.64930270236445,60.804560762374415
86.25624723101753,40.82183268929082,126.87189384357174,118.12740620121187,59.48746767967789,63.66425949616117,34.336097598998975,103.27436977209615,105.6606247833255,83.27555069269191,35.16728236434451,34.53370082679318,35.06099065076982,1675.0353165674255
66.67502109394363,40.171637414593185,50.33297846477386,207.1328781234412,49.78169702748017,110.41581927009766,100.43247567389894,188.84229345887056,73.54406037023958,68.23311844287495,35.083618419496574,37.25499087286298,34.809735251125055,1385.5040744503026
89.27914938663272,35.16679162692461,63.57135259369345,69.64003524117314,62.06728600829497,48.46981569194725,73.26602473394323,68.43581986062665,111.0750452008417,57.53676760142096,34.57051202149281,34.46453511962399,34.381270131660735,1378.476552973174
49.47973303557856,36.20233302812018,142.30261043567324,296.7678946335459,105.111312818962,37.700542251254845,65.1623045271165,52.537168779151266,41.46234329657672,52.214158484259826,34.303318792394165,35.055802217493174,34.248855874875126,423.2160667577939
39.64151088426699,39.65116110172204,70.46191621476136,679.5828871713537,86.37165019639873,85.10975709297315,66.55155507442413,164.0991898329963,209.10050277455076,51.13215535640707,34.89586272809788,34.29160389147423,34.20046515644578,48.519956235771936
106.80203075392656,34.12210362185138,65.93463082691422,115.12905247431632,75.88319886552614,102.45241708450204,44.92034547811876,126.63282922536135,42.8333960138816,64.06325864413688,34.205942093336034,34.057231935739225,34.1818572194444,39.10694244526501
87.95693054489281,34.038296174261234,217.00533210113488,166.06261258805793,50.898857382925414,126.99627005428295,85.45325987155519,352.201979827889,54.45864763315377,115.03589759384408,34.05112316298322,34.05274547938129,34.07645707038786,63.20547179708625
57.24452695297464,34.09995785851817,42.40135777563616,160.93221552428807,77.00804945150065,53.490121443487766,83.65468235188834,109.24806105370959,44.55191753228577,54.728621378830276,34.0298792252516,34.013941832677034,34.07339140988063,43.350443080830594
57.2808865131333,34.01149045880017,65.52650381031532,187.5812450648473,87.89240091093006,48.439022783100704,71.78539787265554,54.0032086627931,151.55671681631088,35.380958420810245,34.01321948428472,34.00469033717896,34.060332776013865,258.9911978453356
45.25786403737389,33.996114490182705,329.67339595989955,638.1942111476352,55.32567198426547,36.13250019968666,58.248546303302085,129.02508438519885,89.33450613382419,36.145101586206444,34.02607588365602,34.002015483946565,34.00091345238559,472.8115895106031
38.270827429261836,34.00896940774056,123.9622963853867,60.30880940934833,125.21609835428767,37.75489375897665,40.35112907048644,204.01046719856774,45.00565565294918,40.267875972988826,34.378799842554926,34.28335453625606,33.94101264339551,41.079241200289005
84.78060596458434,34.031207831501895,52.851729488668795,641.2853671985922,50.54265215460413,35.50151818277391,104.81242138223357,111.78309425327768,67.23633984027569,36.378533505057874,34.20166332534137,34.15409601840779,33.942023499700326,42.0129376621878
103.07955937475512,33.95077927612344,47.4330451370528,147.14655097781014,40.644873020108086,57.83966971629665,83.41494574381589,110.97186273062145,116.25578441079286,37.56760757342717,34.267336467175596,34.54651207752842,34.083474854125484,39.706476721719866
57.853978955965275,33.91529777894206,133.7762984892137,558.6039259779478,120.0281381105653,41.83812244386663,77.12445774160072,48.04326039711968,84.6564194823163,34.907799433271805,35.696437233420355,33.96799512985505,34.21370051944652,37.142497260535386
66.31163309865158,33.90220679928557,331.17690605722373,40.621051653853684,77.61844627211909,34.80955128530003,53.64492714759897,182.1024991463011,97.87288625070363,34.40587130609886,34.90026362968355,33.91326683379313,33.964543612101174,35.643317555235
45.58976912347124,33.89715460157953,65.65216544778951,581.3799835705454,47.2877686477302,41.87507541588754,39.91420194584999,99.41843151030272,307.7593095194526,33.97676431865693,34.15126119306837,33.88489927780883,34.05660995297344,96.44189764199248
